Month,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25
197201,13.22,13.38,11.86,10.84,14.80,9.40,6.43,5.60,6.67,11.03,6.06,4.03,2.90,5.87,8.48,3.02,1.95,1.30,3.04,8.26,2.75,0.54,-0.73,0.82,6.38
197202,3.03,5.48,4.16,4.22,3.55,5.09,4.40,4.35,1.80,4.12,6.88,4.10,2.05,-0.52,1.96,5.62,1.82,0.13,2.05,0.39,4.60,2.25,1.26,0.37,0.06
197203,2.96,0.10,-1.93,-1.57,-0.41,1.89,1.79,-0.98,-0.18,-1.60,2.44,1.22,2.13,0.33,-1.75,0.82,-0.22,2.73,1.94,0.84,2.59,1.00,-3.82,-1.90,2.86
197204,-1.23,0.19,-1.07,1.30,1.07,-0.30,0.84,1.99,1.80,1.69,1.60,-0.65,-0.07,0.51,0.18,-0.78,-0.77,-0.24,1.16,3.56,0.90,1.58,-0.27,0.16,-1.09
197205,-1.57,-1.90,-4.14,-2.26,-2.27,-0.50,-1.64,-1.78,-3.46,-1.45,1.21,-1.78,0.99,-1.16,-3.45,3.57,-1.52,-1.29,-0.06,0.50,3.38,-0.54,3.18,1.00,-2.67
197206,-4.21,-4.67,-3.32,-3.15,-3.77,-4.42,-2.08,-1.34,-1.48,0.78,-0.11,-1.91,-4.05,-4.43,-5.84,-4.09,-1.82,-2.18,-4.54,-7.78,-0.65,-3.23,-2.76,-2.34,-6.67
197207,-7.19,-4.89,-4.24,-3.34,-2.80,-5.27,-4.84,-3.25,-1.74,-3.91,-3.25,-1.46,-3.25,-0.54,-1.02,-3.53,-4.18,-1.84,-0.12,-2.09,1.62,-1.23,0.15,-1.27,-1.65
197208,-1.62,-2.64,0.61,-0.03,2.25,-0.52,-1.67,2.27,1.49,4.99,0.30,1.97,3.09,5.25,4.12,-0.03,2.76,5.07,5.22,7.07,0.68,6.83,7.14,9.00,6.15
197209,-4.85,-4.84,-4.81,-3.74,-4.21,-3.52,-3.55,-2.07,-2.39,-3.31,-1.68,-2.56,-1.12,-1.87,-2.62,-1.81,-3.36,-0.55,-2.36,-4.00,0.19,-1.67,-1.74,1.96,-3.75
197210,-3.45,-3.28,-2.89,-2.12,-1.94,-4.04,-0.32,1.35,0.69,-0.65,-2.72,-0.85,1.40,0.72,0.32,-1.63,-0.45,1.52,2.30,-0.96,0.98,1.11,2.15,2.37,1.06
197211,-0.29,3.94,4.78,6.00,6.01,4.46,4.92,7.12,4.38,7.71,3.02,4.22,6.54,7.48,7.43,6.61,7.98,6.74,6.92,11.05,1.58,6.61,6.87,8.02,13.80
197212,-1.77,-2.47,-3.35,-2.61,-1.50,-0.64,-2.71,0.44,-3.47,-2.33,1.00,-0.43,-0.64,-1.03,-2.62,0.56,-1.22,-0.78,-1.77,-4.41,3.71,-0.17,-0.74,0.04,-2.64
197301,-7.96,-4.99,-2.80,-3.55,-1.40,-10.64,-5.53,-6.93,-2.78,-5.88,-7.49,-7.61,-5.94,-3.69,-4.94,-6.42,-7.44,-5.70,-3.44,-4.25,-1.58,-3.92,-1.00,0.61,-4.36
197302,-14.07,-8.66,-8.51,-8.13,-6.02,-14.02,-7.93,-7.63,-5.75,-5.57,-10.96,-8.09,-7.98,-2.94,-7.26,-8.39,-7.58,-4.52,-3.68,-2.07,-2.12,-3.14,-4.86,-5.88,-3.38
197303,-7.04,-4.03,-2.66,-0.99,-1.81,-4.94,-2.57,-2.50,-2.04,-0.15,-4.90,-4.43,-1.93,-1.83,-0.21,-3.92,-3.98,-1.96,-2.13,0.82,-0.84,-1.04,1.83,1.88,1.57
197304,-11.85,-9.84,-6.70,-6.08,-5.41,-14.29,-9.31,-5.84,-4.11,-4.88,-11.23,-6.38,-3.91,-3.54,-4.30,-10.92,-8.18,-2.81,-2.93,-4.64,-5.93,-3.41,-2.13,-0.69,-2.77
197305,-11.46,-10.80,-9.30,-7.73,-8.27,-11.18,-9.37,-7.58,-6.38,-9.09,-9.14,-8.19,-4.85,-2.77,-7.32,-7.07,-7.68,-2.24,-2.47,-4.55,0.19,-1.20,-0.90,-3.27,-5.61
197306,-5.13,-3.97,-4.38,-3.07,-2.34,-6.96,-4.05,-2.87,-2.06,-1.60,-6.52,-2.87,-1.81,-0.93,-2.93,-4.61,-4.00,-2.94,-0.99,-3.73,-0.39,-0.30,0.71,-0.69,-2.03
197307,18.94,16.07,12.00,13.57,10.38,22.12,13.28,10.86,6.97,9.90,18.95,9.64,7.00,2.14,7.71,15.31,9.38,6.96,3.10,9.12,5.40,5.46,-0.18,2.00,4.22
197308,-5.38,-6.99,-5.77,-5.94,-4.50,-3.17,-6.87,-4.76,-5.12,-4.00,-3.19,-4.10,-4.03,-2.47,-0.77,-2.69,-0.91,-2.10,-3.15,0.13,-3.59,-2.43,-3.70,-2.38,0.78
197309,11.67,10.87,6.82,7.76,6.94,11.18,11.31,11.61,7.07,10.26,11.25,10.10,10.24,8.87,10.49,10.06,11.70,11.59,9.59,10.89,-0.13,7.77,8.72,8.58,8.27
197310,-2.93,0.38,0.84,0.43,1.31,-3.19,-3.65,1.64,1.03,1.45,-3.53,2.51,0.28,-0.53,1.36,-2.98,-1.44,1.28,-0.77,2.51,0.40,-0.70,0.29,-3.01,2.55
197311,-24.87,-21.68,-18.94,-16.71,-18.05,-23.39,-20.23,-19.01,-15.77,-15.94,-22.90,-18.10,-16.12,-12.20,-16.08,-19.78,-17.25,-14.37,-12.01,-15.11,-10.72,-12.72,-10.80,-6.33,-8.25
197312,-4.02,-4.82,-3.97,-2.85,-4.14,-0.36,-4.96,-0.85,-1.29,-0.89,-1.64,0.99,0.66,0.60,2.36,-0.62,2.91,6.72,2.63,7.17,-2.10,0.88,7.24,5.03,11.13
197401,10.24,14.29,14.87,12.76,18.90,4.46,11.49,9.73,10.85,13.46,5.70,4.24,8.54,7.67,11.56,-1.66,2.04,2.92,7.57,5.69,-1.98,0.64,-2.89,0.74,-0.08
197402,-0.33,-1.33,-0.23,-0.11,1.09,0.40,1.21,1.22,1.87,4.13,-2.71,0.09,1.60,0.48,2.34,-2.42,0.70,2.41,1.72,3.70,-1.32,1.81,-0.95,2.82,3.81
197403,0.22,-0.92,0.50,1.56,1.90,-1.61,2.23,-1.52,-0.95,0.65,-1.62,-1.20,-3.23,-1.56,-1.00,-2.57,-3.33,-4.73,-2.75,-2.52,-1.53,-3.54,-2.33,-3.48,-4.76
197404,-4.71,-5.94,-5.12,-5.42,-4.19,-8.28,-6.37,-5.77,-4.03,-3.38,-6.24,-7.10,-4.58,-5.92,-2.36,-7.17,-7.09,-5.97,-6.59,-1.61,-3.04,-4.24,-5.02,-6.07,-5.42
197405,-8.35,-7.55,-8.11,-6.79,-6.19,-6.50,-7.56,-7.63,-7.17,-7.57,-7.03,-9.58,-6.65,-7.04,-8.30,-6.49,-8.66,-5.37,-5.79,-7.65,-0.34,-3.54,-5.60,-3.33,-7.80
197406,-3.42,-3.23,-2.23,-2.18,-1.53,-3.77,-3.28,-2.83,-0.51,-0.48,-4.39,-2.63,-3.50,-4.40,-0.46,-2.99,-3.35,-2.80,-5.28,-3.31,-1.50,-2.73,-1.80,-2.12,1.57
197407,-8.70,-5.62,-5.13,-4.71,-3.83,-7.26,-3.86,-4.30,-3.54,-3.00,-6.72,-2.60,-2.13,-3.13,0.97,-8.56,-5.93,-2.32,-0.73,-0.80,-11.00,-3.95,-3.86,-4.10,-5.10
197408,-9.49,-8.17,-7.63,-7.49,-6.91,-9.69,-11.04,-6.34,-7.84,-5.37,-11.00,-10.32,-6.68,-6.90,-6.87,-11.56,-8.79,-8.33,-6.60,-6.16,-9.93,-7.59,-4.52,-7.75,-8.64
197409,-13.57,-8.34,-6.77,-6.93,-8.42,-12.09,-7.04,-8.03,-7.73,-7.03,-13.04,-8.92,-6.87,-4.64,-6.45,-11.72,-7.13,-4.99,-6.35,-8.12,-14.73,-9.81,-4.76,-5.13,-6.63
197410,15.50,7.13,6.99,7.79,9.67,16.03,10.74,7.50,7.50,6.62,18.64,10.79,7.06,8.56,10.19,21.28,13.07,11.53,9.68,10.35,22.35,14.28,12.79,10.58,1.31
197411,-6.33,-5.55,-5.02,-5.20,-6.67,-5.26,-4.57,-3.94,-5.30,-6.84,-4.42,-4.09,-2.98,-4.15,-1.94,-2.31,-0.45,-1.39,-3.78,-6.60,-4.62,-3.37,-3.96,-2.32,-4.11
197412,-7.40,-8.14,-7.27,-7.50,-9.16,-6.22,-6.17,-5.79,-6.72,-5.76,-5.60,-4.40,-4.17,-5.10,-7.23,-4.35,-2.48,-4.08,-2.01,-9.65,-3.80,0.37,1.52,-1.04,1.88
197501,26.43,29.54,28.13,27.78,33.27,21.92,26.12,26.34,27.34,30.04,19.05,25.03,21.94,23.40,29.20,15.27,20.45,24.01,24.32,27.90,9.29,13.60,13.96,19.76,15.66
197502,7.53,5.42,3.15,3.47,4.92,9.09,6.62,1.55,3.62,2.09,7.32,3.17,2.83,4.70,4.66,6.64,2.37,1.91,3.15,2.53,9.62,2.93,3.48,2.11,-3.24
197503,9.13,10.72,9.09,7.92,9.76,6.38,6.82,7.13,5.89,8.38,5.88,7.04,3.81,7.30,5.32,5.89,6.49,5.35,5.40,4.21,2.68,2.10,-1.88,6.20,6.15
197504,7.07,6.32,4.23,2.82,3.06,6.45,3.96,2.80,1.31,4.27,5.45,5.32,4.95,3.86,3.28,6.96,3.16,2.51,5.87,4.51,5.57,5.23,0.20,5.30,5.02
197505,11.98,11.06,8.49,7.75,6.65,11.82,7.77,7.03,7.89,7.80,5.38,8.18,4.32,8.24,1.24,7.71,5.92,5.46,4.25,5.25,5.01,8.06,5.24,-0.27,0.96
197506,5.95,7.75,7.49,8.85,7.96,9.76,7.10,6.90,8.43,2.82,5.72,5.16,7.20,6.03,4.74,5.11,7.90,7.10,10.69,8.16,3.58,6.87,5.07,6.75,7.43
197507,-1.51,0.24,-1.79,-0.21,-0.64,-3.25,-3.35,-2.41,-3.66,-4.09,-5.24,-3.41,-3.59,-4.12,-5.97,-7.36,-6.40,-4.42,-4.35,-6.84,-8.15,-4.17,-4.50,-5.68,-1.55
197508,-7.03,-6.42,-4.93,-5.34,-7.66,-4.42,-4.06,-5.23,-4.16,-8.34,-4.01,-3.34,-3.46,-4.23,-5.64,-4.48,-3.51,-2.74,-2.43,-0.69,-2.02,-1.80,-1.78,2.30,-4.46
197509,-5.33,-2.40,-3.29,-3.03,-3.90,-3.34,-4.01,-3.55,-3.34,-4.94,-5.30,-2.84,-3.90,-4.20,-4.03,-4.36,-3.16,-3.68,-3.36,-4.45,-4.53,-1.32,-2.37,-4.38,-5.35
197510,1.49,1.41,2.74,2.74,0.96,2.13,4.13,1.47,3.74,4.89,2.03,3.87,3.60,4.79,0.37,5.58,5.89,7.02,5.14,6.93,7.18,5.65,4.45,6.75,3.90
197511,0.09,2.03,1.98,2.48,3.65,0.00,3.30,2.05,4.24,3.89,2.01,2.89,4.69,4.26,1.10,3.04,3.84,3.67,7.70,6.04,3.34,2.22,3.05,2.91,4.68
197512,-0.92,-1.33,-1.08,-1.02,-1.38,-2.66,-1.37,0.70,-0.72,-2.08,-0.96,-0.76,0.69,-0.22,3.06,-2.32,0.79,-0.02,-0.33,-0.78,-2.67,0.88,0.27,0.67,5.25
197601,15.86,16.93,21.37,22.41,26.88,12.87,16.72,16.67,21.37,26.77,16.21,15.07,16.94,18.72,22.28,12.75,13.43,16.47,18.59,22.60,11.03,9.49,14.04,17.17,15.16
197602,9.83,7.45,10.36,12.38,15.94,7.60,6.29,7.36,8.47,11.55,3.99,3.76,5.48,7.77,13.26,0.64,3.24,4.33,5.29,3.94,-2.31,1.40,-0.86,-0.87,9.44
197603,3.55,2.27,2.08,0.75,1.63,1.25,0.62,0.28,1.27,2.32,0.89,0.87,1.90,2.15,1.94,1.08,2.26,1.13,1.49,6.80,2.96,3.60,3.38,2.72,-1.01
197604,-1.45,-0.79,-2.70,-1.19,-1.66,-0.97,-1.72,-0.79,-0.93,-1.58,-1.53,0.03,-0.57,-0.86,-0.49,-1.52,-1.31,-0.69,-2.09,-3.73,-2.26,0.30,1.79,0.71,1.14
197605,-1.82,-1.69,-1.52,-3.53,-4.84,-0.99,-1.97,-0.77,-2.58,-4.39,-1.79,-1.35,-1.63,-1.44,-3.10,-2.24,-1.22,-1.01,-3.40,1.23,-1.06,0.55,-0.82,-2.33,1.38
197606,4.18,2.26,2.13,3.11,2.03,2.37,3.15,3.61,3.35,6.20,4.56,5.28,6.59,4.81,8.13,4.18,4.92,7.20,7.90,3.91,4.46,3.98,5.60,5.93,2.94
197607,-1.14,-1.83,0.77,-0.30,1.12,-0.98,-0.16,2.63,0.22,1.44,-1.63,-0.50,0.43,0.77,0.15,-1.61,0.61,0.46,1.55,1.39,-1.62,0.19,0.18,-0.59,2.70
197608,-4.33,-1.54,-1.18,-1.43,-1.56,-4.32,-1.94,-2.70,-1.18,-1.30,-2.72,-1.25,-1.07,-0.25,-4.04,-2.81,0.45,1.56,-1.22,0.43,-0.17,0.42,1.95,-0.78,0.77
197609,2.22,2.01,1.03,2.18,1.94,4.16,4.18,2.63,3.34,1.92,3.55,2.65,2.68,2.81,0.89,2.32,2.17,2.88,2.88,1.31,1.57,4.40,3.26,3.90,-1.10
197610,-2.78,-1.48,-1.58,-1.53,-2.35,-2.84,-3.09,-2.31,-1.30,-1.28,-3.27,-0.12,-1.46,-1.07,-3.67,-2.26,-1.54,-1.16,-1.67,-2.95,-2.51,-2.50,-0.65,-3.28,-4.13
197611,5.73,3.24,1.92,2.56,2.81,3.15,3.46,2.90,4.20,5.09,3.75,3.36,3.40,4.35,7.10,4.20,3.33,3.28,1.88,1.68,-1.66,0.14,2.08,1.99,3.98
197612,10.84,9.45,9.55,10.94,10.05,9.18,9.30,9.43,9.41,11.43,5.82,9.47,8.71,8.27,8.28,6.13,6.95,7.50,9.48,9.51,3.95,7.29,5.61,7.65,8.17
197701,2.87,4.35,2.67,4.55,5.76,-0.28,2.11,0.50,1.99,3.37,-2.32,-0.09,1.13,1.07,0.62,-4.35,-2.62,-2.54,0.15,1.60,-7.76,-3.34,-0.96,-1.85,0.40
197702,-0.47,-0.34,-0.47,-0.43,0.42,-1.66,-1.03,-0.41,0.16,-1.65,-3.99,-1.08,-2.43,0.34,-3.56,-3.00,-2.00,-2.04,-1.91,-2.21,-1.25,-3.29,-0.80,-1.91,-1.54
197703,0.07,0.24,1.49,1.43,1.32,0.38,-0.61,1.66,-0.22,-0.77,-0.07,1.38,-0.25,0.25,0.30,-1.86,0.29,0.82,0.57,4.93,-1.60,-1.82,-1.22,-0.76,-0.26
197704,1.23,0.23,1.82,2.65,2.54,1.18,1.46,1.35,2.25,2.97,0.48,0.79,1.99,2.62,2.28,-0.44,2.04,2.60,3.08,2.72,-2.21,2.16,1.39,4.12,5.71
197705,-1.77,-0.26,0.46,0.18,1.32,0.89,-1.09,-0.38,0.90,-1.50,-0.86,0.17,0.68,0.70,0.29,-0.49,-0.82,0.02,-1.27,-1.30,-2.40,-0.83,0.68,-2.19,-2.04
197706,5.79,6.48,7.04,5.64,7.27,8.63,6.02,6.44,5.44,9.55,8.84,6.32,6.17,4.61,6.28,6.24,5.12,4.84,4.81,6.18,6.00,3.96,3.05,4.80,2.34
197707,1.22,0.83,1.13,0.60,1.19,-1.29,-0.08,-0.67,0.83,0.32,0.07,-0.01,-1.13,-1.33,-0.70,-1.04,-3.15,-0.73,-1.10,-4.38,-1.19,-2.71,-0.77,-0.18,-5.16
197708,1.15,-0.30,-0.51,-1.37,-1.66,0.62,-0.81,-1.51,-0.84,-1.54,1.71,-1.23,-0.78,-0.54,-1.38,-1.43,-1.02,-2.04,-2.03,-3.76,1.17,-3.53,-2.92,-4.81,-4.23
197709,2.26,2.29,0.82,1.93,1.35,1.30,0.99,1.74,0.17,-1.42,1.97,1.48,1.17,0.29,0.07,1.01,0.10,0.61,0.75,-1.05,-0.86,-0.81,2.26,0.39,-0.12
197710,-4.54,-2.61,-2.24,-1.33,-2.12,-5.25,-2.57,-3.97,0.20,-1.61,-3.61,-2.11,-2.42,-2.47,-2.63,-3.98,-3.03,-2.79,-4.15,-4.88,-4.40,-4.13,-5.04,-2.50,-3.62
197711,9.35,8.60,8.37,6.75,9.00,8.38,9.50,8.84,7.12,8.15,6.74,7.60,5.98,6.15,8.71,7.28,6.10,5.55,7.01,7.17,3.52,3.31,3.00,2.95,5.01
197712,4.58,3.52,2.62,2.77,1.73,3.06,1.94,0.49,0.55,1.59,1.57,0.68,1.77,1.03,1.25,0.44,0.94,0.55,-0.23,-0.60,0.09,1.11,1.19,0.37,1.31
197801,-1.19,-3.29,-1.48,-1.10,0.20,-5.36,-5.72,-2.52,-1.82,-2.46,-6.92,-5.25,-3.33,-3.50,-0.56,-6.05,-6.30,-5.54,-4.19,-1.70,-6.20,-7.22,-5.41,-4.96,-3.13
197802,3.07,3.16,3.95,3.24,3.56,1.70,1.58,0.99,2.30,0.58,0.59,1.68,0.57,0.66,1.24,-1.24,-0.60,-0.68,0.94,-2.26,-3.08,-1.53,2.43,-1.00,-3.59
197803,8.09,7.37,8.10,6.82,8.21,6.09,5.92,7.55,6.39,7.49,5.57,5.72,4.79,4.71,8.24,4.97,4.82,4.68,4.77,4.85,1.14,3.95,3.02,2.86,3.72
197804,10.31,8.71,8.39,7.33,8.41,10.08,7.47,8.37,7.30,6.45,9.95,8.48,7.72,5.05,6.57,8.63,7.30,5.29,5.80,8.56,11.82,8.58,4.65,5.10,5.42
197805,8.51,6.37,8.75,6.38,8.04,7.11,7.52,4.81,4.15,5.40,6.26,5.30,5.33,2.18,4.17,4.72,3.77,1.52,2.29,3.75,1.39,1.36,-0.08,1.11,1.97
197806,0.89,0.96,-0.06,0.09,0.31,-1.22,-2.73,0.57,3.40,-0.18,-0.64,-0.96,0.43,0.90,1.20,-1.06,-0.63,-0.05,0.55,-0.64,-1.21,-3.03,-2.00,-1.78,-0.61
197807,6.80,5.96,5.99,4.90,4.76,7.98,5.91,5.06,6.13,6.98,6.72,4.86,4.38,4.40,3.88,6.16,5.86,6.36,6.03,9.96,7.51,4.90,3.59,4.35,4.76
197808,9.81,9.53,8.44,7.97,10.21,9.03,7.62,9.36,7.23,9.51,8.06,8.44,6.57,4.90,9.76,7.66,6.28,4.33,3.92,2.83,2.57,3.25,4.47,2.89,0.23
197809,-1.07,0.31,-1.84,-0.16,0.21,-1.82,-1.54,-1.53,0.46,-1.82,-3.20,-0.64,-1.46,-0.30,-0.90,-3.26,-2.30,0.54,0.09,-1.17,-3.27,0.24,1.97,0.34,0.89
197810,-26.71,-23.29,-21.85,-18.66,-21.40,-24.76,-18.93,-18.41,-14.98,-19.17,-19.28,-18.90,-13.76,-14.32,-19.90,-15.72,-13.39,-13.52,-11.83,-14.80,-8.31,-9.39,-7.16,-9.30,-12.12
197811,8.74,7.39,6.73,4.43,4.27,11.27,5.47,4.28,3.02,6.08,7.18,5.26,3.94,2.98,3.37,4.67,2.60,3.74,1.35,2.75,2.53,2.73,3.76,3.65,2.55
197812,3.49,3.27,2.35,1.05,0.72,2.99,3.37,1.80,2.51,1.84,3.06,1.64,0.41,1.44,3.26,1.00,1.68,1.46,0.63,0.24,3.57,0.90,0.56,0.13,-0.75
197901,10.02,9.94,8.39,10.62,11.81,8.60,8.31,8.15,7.17,10.35,6.91,7.15,7.56,7.06,9.82,5.90,5.28,6.28,8.34,6.21,2.22,4.96,4.24,5.36,7.64
197902,-2.94,-3.46,-2.57,-2.86,-1.40,-2.98,-3.09,-2.97,-3.07,-2.37,-4.84,-1.88,-2.19,-1.50,-0.82,-4.21,-3.66,-3.14,-3.30,-4.45,-4.02,-2.46,-2.14,-1.90,-2.82
197903,12.09,9.56,7.89,7.25,8.48,12.45,8.98,8.55,7.17,8.39,10.79,9.32,6.91,8.83,13.08,7.65,7.75,7.09,7.93,9.71,4.94,6.07,4.99,6.17,6.52
197904,3.16,2.73,2.19,3.09,3.41,1.61,2.98,2.27,3.05,2.01,1.35,1.26,2.27,1.93,3.98,1.91,0.93,1.63,0.23,1.87,-0.06,0.70,-0.21,1.49,-0.99
197905,-2.72,-0.83,-1.77,4.29,-1.14,-2.33,-1.72,-0.42,-0.22,-0.76,-3.54,-2.71,-0.35,0.48,-2.28,-0.24,-1.56,-1.57,-1.07,-0.88,-2.13,-0.86,-1.30,-1.80,-1.33
197906,6.04,5.57,5.27,4.65,5.39,7.47,5.70,4.22,5.65,8.73,3.67,4.88,6.15,6.35,6.54,5.32,7.14,6.50,7.83,6.00,2.22,4.71,5.07,6.58,2.72
197907,2.27,2.94,2.41,3.12,2.21,2.09,2.25,3.47,4.82,3.71,3.22,3.87,4.29,2.78,5.09,1.52,3.56,2.95,2.23,3.14,-0.36,1.54,1.57,1.19,3.67
197908,8.85,8.98,6.39,7.12,8.03,8.60,8.64,7.33,6.47,7.22,9.22,8.02,5.87,5.42,6.54,8.66,5.97,6.79,5.17,7.87,6.31,7.02,4.35,5.38,5.30
197909,-0.08,-0.26,-1.63,-0.61,-0.95,0.74,0.67,-2.25,-1.68,-1.89,1.34,-0.11,-1.30,-3.07,-1.60,-0.19,-0.17,-0.12,-1.69,-1.71,-1.87,0.93,1.67,0.84,0.49
197910,-11.03,-9.88,-11.21,-9.51,-11.49,-9.26,-10.01,-11.67,-12.04,-11.40,-8.11,-8.41,-10.40,-7.38,-12.35,-7.41,-7.85,-8.27,-10.48,-10.62,-6.32,-5.52,-5.59,-7.11,-7.17
197911,11.09,8.49,6.33,5.10,6.41,11.16,7.77,6.46,7.81,7.48,11.82,7.22,6.73,7.03,5.39,10.08,7.18,7.57,5.90,5.93,5.28,7.04,4.35,7.17,1.00
197912,11.50,8.30,5.83,6.65,5.23,8.58,6.24,5.90,3.60,5.13,5.48,3.35,2.83,1.99,7.88,4.72,4.16,2.25,2.00,4.28,1.87,3.49,-0.05,0.84,2.27
198001,12.89,10.36,8.83,8.65,10.85,6.80,7.83,6.23,4.69,9.16,5.36,6.58,7.08,6.12,8.91,7.81,6.09,6.62,0.75,7.99,3.32,7.29,5.82,7.82,10.23
198002,0.57,-0.26,-2.13,-2.22,-2.06,-1.34,-0.46,-2.96,-4.43,-1.04,-1.03,-3.54,-4.43,-4.28,-2.73,-2.38,-1.58,-3.03,-4.87,-1.52,-4.45,0.86,4.14,1.61,2.49
198003,-22.14,-19.28,-17.45,-15.50,-17.58,-19.23,-16.40,-16.77,-14.73,-17.51,-15.80,-15.08,-16.30,-13.06,-18.76,-12.09,-14.27,-13.10,-11.19,-16.78,-6.18,-11.18,-9.76,-11.29,-12.89
198004,6.32,6.48,6.67,5.11,6.11,6.15,4.88,6.07,8.10,3.61,6.72,7.13,7.25,9.43,5.92,4.84,6.59,7.34,8.69,6.70,2.92,3.57,5.45,7.88,2.86
198005,7.10,6.42,6.75,6.48,7.76,9.15,10.37,7.12,8.06,10.17,7.12,6.80,8.69,7.98,9.00,7.50,7.88,9.57,7.33,9.03,4.86,5.26,5.22,4.15,6.14
