Month,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25
199711,-3.84,-2.51,-1.71,-0.07,-0.63,-3.49,-2.10,-0.35,-0.04,-0.30,-3.47,-2.14,2.10,2.23,1.62,1.33,0.63,2.95,2.36,4.43,5.33,6.67,1.56,3.81,2.81
199712,-5.98,-2.78,-0.53,0.84,1.04,-0.75,-1.90,2.94,1.97,3.93,0.71,0.97,2.98,3.45,4.70,-1.37,2.36,2.78,5.58,2.84,0.98,2.44,2.57,3.07,6.13
199801,0.41,-0.84,-1.07,-1.08,-0.81,0.20,-1.90,-1.34,-2.82,-2.06,-0.07,-2.60,-1.50,-3.85,1.04,-1.45,-0.14,-2.27,-0.35,-0.47,3.95,-0.14,-3.33,0.29,-0.28
199802,6.34,6.06,5.72,6.45,6.50,9.01,8.57,8.97,6.90,6.46,9.15,8.71,7.92,8.51,7.37,9.64,7.33,8.03,5.67,5.08,7.51,5.73,8.96,7.88,6.91
199803,5.22,5.73,4.97,4.66,4.99,4.38,6.29,2.89,4.71,4.41,4.26,2.32,5.60,4.25,6.72,3.61,5.55,4.98,4.01,7.41,4.54,5.30,5.28,7.19,7.61
199804,1.99,3.32,3.33,2.74,2.30,-0.32,2.02,0.80,2.85,2.26,1.31,0.40,0.08,0.33,-0.40,-0.49,0.44,0.59,0.32,-0.21,1.15,1.26,2.90,0.98,0.35
199805,-6.34,-6.34,-4.33,-2.69,-2.30,-8.53,-5.76,-5.37,-2.71,-3.06,-7.42,-6.66,-4.60,-3.88,-3.12,-5.34,-2.91,-3.73,-2.07,-3.14,-2.12,-2.14,-2.61,1.64,1.96
199806,-0.50,1.50,-1.67,-1.84,-0.92,1.97,-1.39,-1.27,-1.06,1.77,3.37,-1.96,-1.08,0.16,0.89,0.89,-0.21,0.20,0.68,1.09,7.82,1.13,2.37,3.09,3.04
199807,-7.25,-7.56,-5.77,-6.42,-5.47,-7.52,-8.38,-8.42,-8.30,-7.20,-7.95,-8.06,-7.75,-8.36,-7.18,-5.66,-5.76,-5.84,-4.55,-5.01,-0.12,0.23,-3.57,-4.16,-1.19
199808,-27.18,-22.07,-19.91,-19.25,-17.88,-24.96,-20.54,-17.59,-18.18,-14.61,-23.57,-20.19,-18.72,-16.21,-14.75,-19.96,-20.30,-17.99,-12.86,-8.67,-13.30,-16.81,-17.60,-12.29,-11.11
199809,6.15,4.00,3.85,2.77,1.38,11.66,7.36,5.77,5.01,4.05,11.96,5.53,7.17,4.37,3.62,6.57,6.93,6.22,5.11,7.44,8.42,3.69,4.85,5.29,6.95
199810,3.73,2.09,1.42,2.31,1.51,4.78,5.77,3.16,3.78,1.26,3.84,7.50,5.67,3.22,2.59,8.37,10.49,6.18,3.85,2.64,7.76,10.19,7.76,5.52,5.12
199811,10.24,8.06,6.37,7.89,7.81,9.52,6.28,3.66,5.74,3.18,8.52,6.75,3.80,1.98,3.04,7.66,2.50,3.63,3.97,2.98,7.62,5.97,6.79,3.61,4.40
199812,4.35,2.27,2.75,1.12,1.24,7.25,4.82,3.14,3.99,5.70,11.72,7.07,3.81,4.40,2.79,10.61,3.92,2.64,4.68,1.82,9.15,4.49,1.44,3.00,3.96
199901,8.85,3.65,5.29,3.04,5.07,5.69,0.95,-1.70,-1.21,-1.58,4.10,2.44,-1.09,-4.30,-3.49,1.49,-1.90,-2.16,-3.01,-4.36,6.25,2.91,1.66,-1.96,2.46
199902,-7.82,-7.52,-6.01,-5.68,-5.68,-9.61,-9.25,-6.81,-10.28,-6.90,-9.04,-8.61,-6.18,-6.87,-4.96,-5.31,-3.70,-3.05,-3.64,-2.36,-5.13,-0.78,0.40,-0.35,-3.45
199903,-3.53,-5.36,-1.78,-3.80,-2.93,1.02,-0.62,0.58,-1.45,-2.00,3.89,3.84,1.73,-1.48,-0.60,3.56,2.19,3.64,-0.22,0.34,4.96,1.47,6.67,3.72,0.88
199904,7.76,7.63,13.21,10.53,9.04,10.32,8.19,9.31,9.08,7.67,7.39,12.98,10.69,9.47,8.24,6.57,10.60,9.57,9.02,11.19,-0.27,7.73,9.00,7.55,6.23
199905,2.19,3.75,0.83,2.77,5.36,1.33,3.04,0.46,3.67,5.22,-0.17,-0.84,1.30,1.33,4.46,3.12,-0.49,1.97,0.83,1.54,-3.56,-1.07,-2.37,1.70,-0.75
199906,6.70,7.97,7.81,6.09,6.45,7.99,9.00,4.21,6.14,5.92,4.43,4.43,3.81,3.02,3.72,7.34,8.84,3.07,3.66,1.54,6.72,5.08,3.76,-1.61,-1.67
199907,0.99,2.18,0.75,2.01,1.61,-2.21,-0.93,-1.10,-2.64,-3.48,-2.80,-1.89,-2.66,-1.01,0.26,-2.83,-2.56,-0.67,-0.94,-0.89,-3.14,-4.04,-2.10,-4.25,-5.30
199908,-2.52,-1.73,-2.67,-1.82,-3.55,-4.15,-4.53,-2.75,-3.75,-3.43,-2.00,-5.71,-4.58,-3.04,0.51,-1.99,-4.62,-3.69,-1.79,-4.31,0.77,-3.92,-1.63,-1.55,-0.51
199909,1.92,-0.61,-0.75,-3.06,-4.33,-0.11,1.60,-0.91,-3.15,-0.81,3.36,1.23,-1.94,-4.45,-2.50,2.10,-4.09,-3.81,-4.56,-1.85,-1.98,-3.52,-6.53,-7.58,-7.12
199910,-0.40,0.62,-1.25,-1.24,-2.82,2.54,-0.17,-0.02,-2.63,-5.49,2.91,-0.97,-0.70,-0.36,-0.43,8.28,1.30,2.08,2.61,4.79,6.93,9.72,4.46,3.69,5.98
199911,19.69,11.13,10.85,6.23,6.67,12.03,7.19,7.07,1.71,2.95,12.39,5.28,-0.61,-0.82,0.60,11.64,-0.33,-1.24,0.15,1.42,4.48,-0.70,-1.77,-6.16,-3.92
199912,24.18,24.70,10.61,8.46,8.32,17.20,10.94,7.15,1.15,7.52,16.81,7.04,1.25,2.58,3.92,20.83,3.48,3.01,5.20,4.39,8.16,1.50,2.64,0.17,-1.81
200001,9.93,6.04,2.54,5.31,4.38,1.04,-3.58,-0.41,-0.41,-4.34,-3.73,-3.89,-3.51,-2.75,-4.89,-3.70,-3.45,-4.30,-3.32,-8.04,-5.03,-4.21,-1.67,-5.84,0.99
200002,39.78,38.62,27.21,19.74,14.01,27.19,17.03,8.49,9.57,11.18,24.48,8.49,2.60,-1.23,-0.80,26.02,0.20,-0.66,4.12,-6.73,0.59,-5.31,-7.92,-11.19,-9.11
200003,-14.22,-19.79,-8.62,-2.90,-3.03,-13.67,-4.18,-1.87,-0.99,0.36,-14.40,4.88,10.38,5.67,11.70,-3.33,12.12,16.12,9.40,12.62,9.61,10.07,9.87,14.94,7.72
200004,-23.54,-16.62,-12.18,-7.93,-10.46,-13.09,-8.08,-3.89,-0.48,-4.07,-9.72,0.78,-1.85,3.46,0.25,-7.31,-2.16,1.59,1.24,1.60,-4.51,-3.23,-0.22,5.90,9.97
200005,-13.98,-7.39,-7.18,-7.49,-7.47,-10.16,-6.12,-5.44,-4.89,-0.98,-4.72,-3.39,-2.59,-0.97,2.59,-7.51,0.11,-3.56,2.84,-1.05,-3.83,1.62,2.19,-0.63,-2.92
200006,29.58,26.47,17.57,18.70,8.15,15.36,9.42,5.52,5.48,6.09,14.87,0.87,0.86,-1.57,2.41,10.91,3.77,-4.72,-0.95,-5.75,6.13,-5.68,-6.10,-7.71,-8.83
200007,-8.45,-1.83,0.91,1.65,1.46,-7.71,-0.57,1.17,1.79,0.65,-10.21,-0.25,3.43,3.53,8.52,-7.28,-0.76,2.44,4.10,2.96,-3.00,1.13,4.09,6.38,3.21
200008,9.33,7.83,4.77,5.75,4.51,8.04,3.88,5.33,5.85,6.90,8.54,9.88,5.82,8.86,3.88,13.59,6.12,5.32,7.41,6.81,7.34,8.09,9.39,4.24,8.68
200009,-10.51,-1.42,-2.63,-0.18,-0.79,-4.79,-2.74,0.01,0.31,-4.08,-10.12,-2.63,1.12,1.90,-0.35,-9.08,-0.74,-1.54,1.58,0.55,-6.19,-1.54,2.20,8.35,-0.49
200010,-12.03,-9.53,-3.59,-5.45,-4.32,-8.75,-1.79,-0.86,0.48,-1.67,-10.14,-2.55,0.13,-0.05,3.49,-5.52,1.93,3.01,0.45,-0.77,-2.06,0.82,-3.78,1.14,3.13
200011,-20.83,-12.26,-5.38,-4.71,-4.62,-18.26,-6.16,-3.92,-2.52,-4.25,-19.53,-8.42,-3.42,0.43,2.73,-17.84,-2.26,0.41,1.84,1.20,-10.51,-6.48,-7.08,-0.24,-2.61
200012,-9.78,0.88,1.89,3.05,2.95,0.04,7.84,13.12,10.92,11.22,2.29,13.12,12.81,15.21,5.57,4.38,9.48,11.73,11.50,12.48,-1.44,8.86,8.07,7.32,2.13
200101,27.37,17.70,12.89,11.52,13.41,14.35,8.68,3.95,4.46,6.52,12.68,3.10,0.12,-3.26,5.65,7.15,1.72,-0.54,-2.37,-0.97,3.23,2.95,5.87,-1.95,-1.65
200102,-13.79,-8.06,-1.84,0.45,-0.12,-13.48,-3.03,-1.31,-0.71,2.39,-16.83,-4.84,1.18,0.83,0.74,-14.66,-2.21,-0.73,1.15,0.88,-12.01,-3.46,-1.86,3.27,4.09
200103,-11.95,-1.38,-0.59,-0.97,-1.49,-6.22,-0.44,-1.59,-2.35,-0.70,-11.56,-4.99,-3.59,-2.52,0.84,-11.28,-3.20,-1.81,-1.52,-0.04,-8.58,-2.90,0.51,-3.30,-1.52
200104,8.86,6.91,2.77,4.33,5.94,10.96,5.33,6.81,4.12,5.47,11.39,9.52,5.42,4.05,5.89,16.05,7.14,5.04,8.98,6.87,9.07,5.29,3.03,4.35,3.72
200105,12.92,11.59,8.12,12.58,10.17,2.73,2.94,3.44,4.58,5.08,4.59,0.82,2.04,0.99,1.81,3.22,4.71,2.17,2.37,2.27,0.15,1.29,1.72,0.43,4.70
200106,2.27,3.14,4.23,3.10,0.10,7.00,11.17,5.72,6.42,3.02,5.35,-1.66,2.96,0.65,-2.38,3.83,-0.66,-1.24,-5.20,1.39,-2.14,-3.65,-0.72,-0.96,-1.63
200107,-9.50,-7.52,-0.37,-0.22,-0.51,-9.93,-7.79,-5.93,-2.70,-4.16,-9.21,-4.42,-2.40,0.25,-0.49,-4.92,-1.93,1.62,0.39,1.50,-1.55,0.01,-2.53,-2.71,3.60
200108,-8.42,-5.14,-2.93,-1.29,-0.97,-9.66,-5.28,-1.42,-1.84,-1.10,-7.43,-3.01,-3.02,-1.17,-0.86,-7.47,-4.11,-3.38,-2.00,-7.08,-7.26,-4.32,-4.42,-5.16,-7.96
200109,-16.71,-14.59,-9.43,-9.71,-13.73,-19.43,-14.83,-12.81,-14.69,-17.23,-15.37,-14.44,-11.03,-12.17,-18.96,-16.10,-12.55,-11.04,-13.64,-13.27,-7.32,-9.34,-8.50,-5.68,-5.88
200110,8.96,8.34,6.55,4.37,4.15,11.18,8.76,4.83,3.04,3.98,13.58,7.32,2.71,4.07,9.94,8.82,2.93,1.32,2.87,2.96,3.37,-1.05,0.34,-0.59,-10.11
200111,7.39,8.98,4.88,6.25,6.81,10.94,7.57,6.82,9.83,11.65,9.42,7.38,6.92,8.50,11.63,10.59,8.81,7.42,9.21,7.83,7.98,7.20,5.51,6.24,13.42
200112,12.32,6.58,6.04,5.74,7.46,8.04,5.97,6.81,7.67,8.08,5.34,6.21,6.52,5.86,6.72,3.62,4.62,6.89,4.71,3.20,0.11,2.23,2.74,0.47,2.05
200201,-7.66,0.24,1.96,3.60,5.11,-6.16,-2.48,0.84,0.79,1.45,-5.01,-1.41,-0.76,1.47,3.94,-3.12,-1.80,1.81,2.21,-1.40,-0.66,-1.79,-3.19,0.18,-4.44
200202,-9.99,-6.29,-2.92,-1.50,-3.53,-9.95,-4.54,-0.57,0.75,-0.14,-7.32,-1.06,0.77,0.10,2.69,-4.76,1.53,1.49,-1.64,3.50,-2.76,0.68,0.78,-5.28,-6.85
200203,5.72,9.80,6.88,8.29,9.73,8.77,8.17,8.04,8.65,12.37,8.18,6.49,7.47,7.78,9.49,6.48,7.13,5.48,5.67,6.86,3.00,5.40,5.01,6.89,3.48
200204,-8.84,-0.27,1.81,4.23,5.61,-4.86,0.99,3.88,3.84,5.02,-4.71,1.14,2.02,0.55,-1.10,-3.23,0.19,0.10,-2.05,1.82,-7.80,-3.30,-0.85,-2.01,-12.37
200205,-7.00,-5.47,-1.20,0.74,0.09,-7.68,-5.02,-4.07,-3.67,-5.71,-6.00,-3.43,-2.94,-2.31,-3.17,-3.10,-0.03,-1.09,-1.10,0.93,-1.27,0.17,0.50,-0.30,-1.84
200206,-8.58,-6.30,0.33,-0.37,-0.65,-8.42,-4.47,-2.28,-0.65,-4.01,-7.33,-7.07,-6.32,-3.84,-7.48,-9.46,-6.96,-7.49,-5.73,-8.33,-7.51,-4.67,-7.22,-6.43,-14.85
200207,-19.08,-16.42,-13.32,-10.60,-12.82,-16.02,-16.84,-14.00,-15.17,-21.13,-7.78,-9.33,-11.45,-13.99,-16.18,-10.03,-8.59,-9.88,-12.99,-14.57,-5.26,-8.86,-9.08,-9.53,-12.34
200208,0.69,-2.01,-1.20,-0.91,-2.59,0.44,0.42,-0.19,1.03,-0.49,-0.53,0.42,2.77,1.82,4.15,-1.08,0.36,-0.59,1.49,4.14,0.21,0.40,1.34,3.17,6.06
200209,-10.55,-8.04,-7.01,-6.53,-7.89,-8.19,-7.56,-5.27,-8.23,-8.09,-7.96,-9.26,-8.57,-7.27,-9.82,-8.57,-9.20,-11.66,-12.82,-17.47,-10.62,-11.83,-9.45,-7.61,-8.45
200210,5.17,5.19,2.67,1.63,0.95,9.60,2.95,3.49,1.20,-2.42,6.47,4.05,4.71,2.79,1.00,7.05,4.97,5.36,2.04,3.09,10.43,8.48,5.32,3.88,6.07
200211,17.49,13.31,9.09,7.83,10.01,14.26,9.35,6.59,6.53,7.37,10.03,7.55,6.35,6.55,9.15,9.74,7.46,9.65,8.33,11.88,4.93,5.09,6.11,4.65,8.16
200212,-10.40,-5.19,-4.33,-1.90,-2.56,-10.55,-7.00,-4.05,-2.56,-2.72,-7.75,-3.68,-3.68,-2.69,-5.80,-7.15,-5.19,-4.73,-2.59,-0.15,-6.93,-3.92,-4.52,-2.82,-6.80
200301,-0.70,-0.55,-1.76,0.71,-0.28,-3.28,-3.99,-2.14,-2.63,-1.67,-1.75,-3.65,-3.39,-4.35,-3.30,-1.48,-2.78,-0.13,-2.08,-6.32,-2.68,-2.58,-2.61,-2.56,-7.37
200302,-6.22,-2.52,-1.66,-2.13,-2.35,-2.91,-1.19,-2.54,-2.93,-7.35,-3.74,-0.71,-2.34,-3.97,-3.26,-2.19,-2.60,-1.44,-1.40,-6.35,-0.68,-2.63,-4.82,-3.24,-4.49
200303,3.15,0.25,1.27,1.34,-0.62,2.85,0.03,0.35,1.72,0.22,2.89,0.37,0.08,1.57,0.36,1.39,-0.43,-0.39,2.06,-2.44,2.34,-1.12,1.47,0.75,-2.55
200304,12.31,11.02,7.78,7.22,10.08,10.60,9.66,9.10,9.05,9.69,8.94,8.47,9.23,12.15,10.78,8.88,7.79,8.20,9.98,7.75,7.86,7.56,9.84,7.57,12.19
200305,20.01,14.58,10.77,9.27,12.34,12.13,12.39,10.20,8.44,11.92,8.97,8.42,9.33,10.02,9.00,9.89,9.75,9.83,8.83,9.30,3.85,7.28,6.58,6.69,7.48
200306,5.53,6.08,4.54,3.83,6.30,1.77,0.07,1.50,2.33,4.08,2.47,2.03,0.64,0.20,3.43,1.35,0.61,0.24,-0.69,5.99,1.07,2.18,1.10,0.25,1.24
200307,8.69,8.07,8.53,8.91,7.83,9.52,5.10,6.20,7.02,7.35,8.29,4.77,1.47,3.80,2.36,4.40,3.29,4.36,5.02,0.14,1.76,3.35,0.24,-0.73,0.33
200308,4.22,4.87,3.51,5.60,7.01,4.30,4.10,4.96,4.84,5.43,4.66,3.86,4.56,7.89,8.85,4.88,4.31,3.98,5.30,6.96,1.69,1.54,0.94,2.09,2.69
200309,2.96,0.44,0.49,2.86,4.66,-1.40,-2.80,-2.12,-4.14,-0.50,-2.46,-2.75,-1.75,-2.25,-1.02,-1.66,-2.63,-0.26,-0.86,0.41,-0.74,-0.87,-1.91,-2.24,-2.90
200310,6.07,8.13,8.61,10.75,11.44,9.85,7.14,7.63,9.71,10.40,9.04,7.60,6.89,8.58,12.47,8.21,9.26,7.50,8.26,8.04,4.16,6.96,8.10,5.52,3.08
200311,2.66,4.28,4.09,3.97,7.11,1.76,4.22,2.78,3.97,4.19,3.06,4.10,2.36,4.95,2.87,1.36,3.03,4.33,3.79,2.69,0.65,1.21,0.98,0.43,3.11
200312,0.02,2.40,3.59,1.56,4.35,1.47,2.41,2.41,2.05,4.92,-0.92,2.29,3.75,3.62,7.15,0.35,3.66,2.46,3.71,5.86,3.93,6.27,5.17,6.43,8.24
200401,6.06,5.93,5.89,6.62,8.55,4.17,3.02,4.24,4.52,5.00,3.39,2.25,1.08,4.03,6.01,2.38,2.04,2.53,3.45,2.51,1.63,1.52,2.29,1.70,2.01
200402,0.19,0.00,0.30,1.11,-0.08,0.59,1.88,0.41,-0.33,1.28,0.43,2.23,4.11,1.71,0.67,2.30,1.04,3.72,3.15,2.31,0.69,2.49,2.31,0.47,3.85
200403,-1.57,-0.88,0.08,0.12,-0.73,2.38,0.94,-0.06,1.15,1.78,2.11,0.40,0.23,0.76,0.39,-0.32,-0.07,0.37,0.18,-1.74,-2.14,-1.42,-1.30,0.23,-1.80
200404,-4.24,-4.66,-3.83,-4.55,-6.22,-4.65,-4.09,-2.46,-4.51,-7.35,-2.49,-3.02,-3.20,-5.31,-5.66,-2.35,-4.16,-2.62,-3.45,-3.36,0.03,-1.99,-3.37,-2.60,0.47
200405,-2.13,-0.48,-0.12,-0.52,0.95,2.01,1.37,1.10,1.55,3.25,1.55,2.89,1.86,1.16,2.16,1.52,2.04,2.23,1.94,2.94,1.69,0.80,-0.06,-0.21,0.43
200406,1.19,4.72,3.62,3.63,4.21,2.71,5.62,5.86,4.74,9.08,1.97,4.48,3.04,1.59,5.23,1.17,3.01,2.32,2.86,4.84,1.16,1.84,1.19,2.16,2.84
200407,-12.77,-8.13,-5.91,-5.73,-3.87,-9.56,-7.36,-4.27,-5.81,-3.25,-9.02,-6.06,-3.59,-1.67,-3.96,-6.73,-4.81,-5.28,-5.69,-0.15,-4.67,-2.30,-1.86,-0.78,-1.50
200408,-1.25,-1.08,-0.98,-1.53,-2.05,-4.62,-1.69,0.76,0.16,0.87,-2.17,-1.18,0.66,0.07,-1.24,-1.11,-0.99,0.09,-0.42,1.12,-0.45,1.86,0.92,0.87,0.50
200409,5.06,4.61,5.02,4.25,3.65,7.71,4.95,5.71,4.59,4.11,4.34,3.54,4.03,3.89,2.82,2.91,3.18,4.60,3.77,2.35,0.12,1.14,2.94,1.26,3.00
200410,1.95,2.17,2.82,0.31,0.59,3.24,2.97,0.88,1.13,2.78,2.49,4.32,1.26,-0.09,1.70,3.48,3.15,2.59,0.31,-0.10,1.38,0.94,2.05,0.23,3.26
200411,10.50,8.72,8.04,7.16,10.66,7.54,8.73,9.13,9.89,11.60,5.47,6.61,7.33,8.46,8.98,5.17,6.34,7.48,10.19,7.56,2.46,5.44,4.46,4.44,5.62
200412,5.16,4.75,3.23,3.85,6.27,3.88,3.22,2.06,2.53,3.76,5.50,4.20,1.84,2.20,3.57,4.19,4.60,4.46,3.10,3.16,3.73,3.25,1.42,4.03,3.74
200501,-6.31,-4.44,-3.10,-3.62,-1.19,-5.68,-3.29,-3.03,-2.45,-3.21,-3.49,-3.61,-3.47,-0.51,-2.42,-2.82,-4.51,-1.98,-2.74,-1.18,-3.32,-1.42,-0.56,-2.37,-1.13
200502,-1.66,-0.08,-0.05,1.98,3.10,2.36,0.89,3.13,5.11,2.87,0.83,2.00,3.27,3.67,2.72,2.17,1.36,3.55,5.08,3.78,0.48,4.36,3.63,0.77,4.30
200503,-5.70,-2.87,-3.07,-2.26,-2.80,-4.04,-2.21,-1.93,-0.43,-2.72,-1.94,-2.28,-2.04,-3.89,0.37,-1.68,0.08,-0.46,-2.57,-0.64,-1.04,-3.74,-1.71,-0.82,0.59
200504,-5.90,-6.26,-5.05,-7.13,-6.52,-7.16,-6.40,-5.49,-6.73,-5.84,-5.40,-3.80,-5.47,-5.19,-3.91,-3.90,-4.03,-4.67,-4.05,-2.23,-0.92,-2.06,-3.50,-0.35,-2.71
200505,6.88,6.13,4.74,3.35,5.91,9.60,7.09,7.15,6.30,6.16,5.94,6.28,5.45,4.41,6.37,6.09,5.51,6.93,5.49,4.92,3.90,2.49,2.69,1.63,3.12
200506,3.62,3.56,4.55,4.91,5.11,2.40,4.28,5.03,4.33,4.30,2.04,2.29,3.36,3.54,3.81,1.18,1.87,4.71,3.36,3.25,-1.64,0.91,1.14,2.04,2.62
200507,7.96,7.28,6.99,6.69,7.59,6.35,6.54,7.63,6.51,6.89,4.41,5.98,6.78,5.87,3.96,6.13,5.24,5.21,7.60,4.17,4.66,2.00,2.79,2.50,5.14
200508,-2.43,-0.77,-0.44,-1.71,-0.59,-2.19,-1.90,-1.47,-1.55,-1.61,-2.49,-0.39,-0.73,-1.56,-0.51,-1.68,-0.01,-0.79,-0.19,-0.01,-1.68,-0.81,-0.02,-0.76,1.36
200509,1.12,1.36,0.64,0.86,-1.13,0.31,1.52,-0.04,1.34,0.43,-0.69,1.45,1.33,0.26,0.25,0.25,1.04,-0.33,4.65,1.96,-0.52,1.37,1.39,1.16,3.11
200510,-4.04,-2.60,-2.47,-2.19,-2.83,-3.81,-1.89,-3.53,-2.11,-3.67,-3.18,-4.34,-1.12,-3.32,-4.27,-1.18,-2.31,-3.51,-4.39,-4.32,-0.25,-2.42,-0.78,-0.29,-4.58
200511,4.98,4.77,4.86,3.96,3.24,5.96,3.27,4.72,6.19,2.45,7.22,5.76,5.10,4.11,1.38,5.61,4.96,4.54,4.03,2.35,3.82,3.96,3.74,4.02,0.59
200512,-0.43,0.29,-0.63,0.60,0.60,-0.09,-1.17,0.01,0.16,-1.40,0.44,1.04,0.69,0.54,1.07,0.13,2.07,1.13,1.17,1.77,-0.97,0.24,1.12,0.20,0.11
200601,11.50,9.50,8.33,7.96,8.47,7.28,8.20,10.24,9.70,8.21,5.42,8.50,8.72,5.59,5.61,5.17,5.33,4.88,4.07,4.22,1.30,1.46,2.52,3.30,7.04
200602,-0.57,1.26,-0.27,-0.98,0.48,-0.05,-0.51,-0.09,-0.71,-1.66,0.42,-0.97,0.10,-2.55,-0.41,0.73,-0.25,0.54,-2.02,0.29,-0.17,0.55,0.45,2.13,-2.89
200603,3.96,5.50,4.42,5.59,6.89,3.84,4.52,6.22,5.87,3.88,4.59,4.42,3.24,1.98,2.60,3.89,1.96,3.36,1.16,2.00,0.79,1.70,1.68,0.95,1.04
200604,-1.38,-1.36,0.57,0.66,1.96,-0.70,0.57,2.50,0.81,2.08,-1.32,0.37,0.59,1.82,1.92,0.04,0.01,1.12,5.16,1.91,-0.77,2.39,2.61,2.10,3.56
200605,-9.26,-5.86,-3.68,-4.74,-4.24,-6.32,-6.18,-3.66,-5.47,-2.72,-6.02,-5.46,-4.12,-2.75,-2.49,-5.47,-3.06,-2.76,-2.65,-1.80,-2.83,-2.75,-2.83,-1.59,-1.07
